time,epochTime,throughput(kbyts/sec),numofrequests(hits/sec),peaks
01/May/1998:11:57:24,894016644,56.405,17,
01/May/1998:11:57:25,894016645,70.841,13,
01/May/1998:11:57:26,894016646,90.554,12,
01/May/1998:11:57:27,894016647,15.288,10,
01/May/1998:11:57:28,894016648,40.015,10,
01/May/1998:11:57:29,894016649,96.612,17,
01/May/1998:11:57:30,894016650,31.828,14,
01/May/1998:11:57:31,894016651,41.458,17,
01/May/1998:11:57:32,894016652,57.012,13,
01/May/1998:11:57:33,894016653,22.687,9,
01/May/1998:11:57:34,894016654,9.15,12,
01/May/1998:11:57:35,894016655,105.361,18,
01/May/1998:11:57:36,894016656,72.477,18,
01/May/1998:11:57:37,894016657,13.525,9,
01/May/1998:11:57:38,894016658,46.424,16,
01/May/1998:11:57:39,894016659,16.135,10,
01/May/1998:11:57:40,894016660,91.706,18,
01/May/1998:11:57:41,894016661,13.453,6,
01/May/1998:11:57:42,894016662,52.196,17,
01/May/1998:11:57:43,894016663,85.73,14,
01/May/1998:11:57:44,894016664,1706.63,10,
01/May/1998:11:57:45,894016665,26.89,10,
01/May/1998:11:57:46,894016666,26.209,15,
01/May/1998:11:57:47,894016667,27.847,22,
01/May/1998:11:57:48,894016668,8.713,9,
01/May/1998:11:57:49,894016669,18.865,13,
01/May/1998:11:57:50,894016670,31.265,10,
01/May/1998:11:57:51,894016671,27.518,16,
01/May/1998:11:57:52,894016672,56.99,14,
01/May/1998:11:57:53,894016673,48.576,11,
01/May/1998:11:57:54,894016674,53.843,18,
01/May/1998:11:57:55,894016675,116.756,17,
01/May/1998:11:57:56,894016676,105.977,13,
01/May/1998:11:57:57,894016677,14.393,11,
01/May/1998:11:57:58,894016678,15.043,10,
01/May/1998:11:57:59,894016679,40.867,10,
01/May/1998:11:58:00,894016680,6.96,8,
01/May/1998:11:58:01,894016681,10.685,7,
01/May/1998:11:58:02,894016682,32.765,11,
01/May/1998:11:58:03,894016683,7.879,10,
01/May/1998:11:58:04,894016684,129.508,25,
01/May/1998:11:58:05,894016685,114.147,18,
01/May/1998:11:58:06,894016686,23.621,11,
01/May/1998:11:58:07,894016687,28.466,16,
01/May/1998:11:58:08,894016688,48.139,13,
01/May/1998:11:58:09,894016689,10.353,12,
01/May/1998:11:58:10,894016690,62.888,17,
01/May/1998:11:58:11,894016691,35.989,10,
01/May/1998:11:58:12,894016692,29.237,17,
01/May/1998:11:58:13,894016693,51.642,13,
01/May/1998:11:58:14,894016694,73.505,12,
01/May/1998:11:58:15,894016695,34.367,7,
01/May/1998:11:58:16,894016696,15.71,6,
01/May/1998:11:58:17,894016697,31.717,11,
01/May/1998:11:58:18,894016698,63.633,11,
01/May/1998:11:58:19,894016699,5.875,7,
01/May/1998:11:58:20,894016700,42.931,9,
01/May/1998:11:58:21,894016701,20.385,8,
01/May/1998:11:58:22,894016702,99.872,17,
01/May/1998:11:58:23,894016703,47.327,11,
01/May/1998:11:58:24,894016704,16.566,15,
01/May/1998:11:58:25,894016705,10.514,8,
01/May/1998:11:58:26,894016706,44.551,11,
01/May/1998:11:58:27,894016707,16.57,11,
01/May/1998:11:58:28,894016708,157.227,16,
01/May/1998:11:58:29,894016709,3.848,12,
01/May/1998:11:58:30,894016710,2.27,9,
01/May/1998:11:58:31,894016711,5.01,14,
01/May/1998:11:58:32,894016712,48.123,8,
01/May/1998:11:58:33,894016713,9.697,8,
01/May/1998:11:58:34,894016714,1426.822,11,
01/May/1998:11:58:35,894016715,92.422,12,
01/May/1998:11:58:36,894016716,73.441,12,
01/May/1998:11:58:37,894016717,6.197,8,
01/May/1998:11:58:38,894016718,17.773,16,
01/May/1998:11:58:39,894016719,18.564,15,
01/May/1998:11:58:40,894016720,75.638,6,
01/May/1998:11:58:41,894016721,22.023,11,
01/May/1998:11:58:42,894016722,0.327,3,
01/May/1998:11:58:43,894016723,6.992,9,
01/May/1998:11:58:44,894016724,77.72,18,
01/May/1998:11:58:45,894016725,26.265,10,
01/May/1998:11:58:46,894016726,52.311,14,
01/May/1998:11:58:47,894016727,1500.946,15,
01/May/1998:11:58:48,894016728,69.492,20,
01/May/1998:11:58:49,894016729,108.936,24,
01/May/1998:11:58:50,894016730,39.574,12,
01/May/1998:11:58:51,894016731,135.505,17,
01/May/1998:11:58:52,894016732,81.177,13,
01/May/1998:11:58:53,894016733,12.298,5,
01/May/1998:11:58:54,894016734,57.495,11,
01/May/1998:11:58:55,894016735,7.958,4,
01/May/1998:11:58:56,894016736,26.575,10,
01/May/1998:11:58:57,894016737,7.656,4,
01/May/1998:11:58:58,894016738,14.927,9,
01/May/1998:11:58:59,894016739,44.415,13,
01/May/1998:11:59:00,894016740,15.433,9,
01/May/1998:11:59:01,894016741,74.538,15,
01/May/1998:11:59:02,894016742,43.36,16,
01/May/1998:11:59:03,894016743,11.275,14,
01/May/1998:11:59:04,894016744,61.468,23,
01/May/1998:11:59:05,894016745,10.935,14,
01/May/1998:11:59:06,894016746,27.982,27,
01/May/1998:11:59:07,894016747,89.582,28,
01/May/1998:11:59:08,894016748,16.262,6,
01/May/1998:11:59:09,894016749,56.333,11,
01/May/1998:11:59:10,894016750,95.661,15,
01/May/1998:11:59:11,894016751,85.791,8,
01/May/1998:11:59:12,894016752,100.171,13,
01/May/1998:11:59:13,894016753,16.271,6,
01/May/1998:11:59:14,894016754,4.401,5,
01/May/1998:11:59:15,894016755,91.012,11,
01/May/1998:11:59:16,894016756,441.996,15,
01/May/1998:11:59:17,894016757,52.532,11,
01/May/1998:11:59:18,894016758,64.06,16,
01/May/1998:11:59:19,894016759,451.932,12,
01/May/1998:11:59:20,894016760,158.542,11,
01/May/1998:11:59:21,894016761,23.339,17,
01/May/1998:11:59:22,894016762,496.214,22,
01/May/1998:11:59:23,894016763,13.658,12,
01/May/1998:11:59:24,894016764,74.822,11,
01/May/1998:11:59:25,894016765,26.264,7,
01/May/1998:11:59:26,894016766,156.311,21,
01/May/1998:11:59:27,894016767,11.466,7,
01/May/1998:11:59:28,894016768,43.281,14,
01/May/1998:11:59:29,894016769,48.656,8,
01/May/1998:11:59:30,894016770,53.398,9,
01/May/1998:11:59:31,894016771,31.027,11,
01/May/1998:11:59:32,894016772,38.14,7,
01/May/1998:11:59:33,894016773,40.926,8,
01/May/1998:11:59:34,894016774,33.666,15,
01/May/1998:11:59:35,894016775,10.731,15,
01/May/1998:11:59:36,894016776,71.076,16,
01/May/1998:11:59:37,894016777,31.406,15,
01/May/1998:11:59:38,894016778,23.251,10,
01/May/1998:11:59:39,894016779,50.267,16,
01/May/1998:11:59:40,894016780,91.553,24,
01/May/1998:11:59:41,894016781,54.111,19,
01/May/1998:11:59:42,894016782,37.056,13,
01/May/1998:11:59:43,894016783,80.372,9,
01/May/1998:11:59:44,894016784,104.969,13,
01/May/1998:11:59:45,894016785,35.576,7,
01/May/1998:11:59:46,894016786,42.904,11,
01/May/1998:11:59:47,894016787,38.128,6,
01/May/1998:11:59:48,894016788,51.571,9,
01/May/1998:11:59:49,894016789,44.543,10,
01/May/1998:11:59:50,894016790,81.75,8,
01/May/1998:11:59:51,894016791,27.839,8,
01/May/1998:11:59:52,894016792,0.52,2,
01/May/1998:11:59:53,894016793,86.483,9,
01/May/1998:11:59:54,894016794,12.397,10,
01/May/1998:11:59:55,894016795,23.732,9,
01/May/1998:11:59:56,894016796,52.657,7,
01/May/1998:11:59:57,894016797,30.769,12,
01/May/1998:11:59:58,894016798,56.509,14,
01/May/1998:11:59:59,894016799,33.517,14,
01/May/1998:12:00:00,894016800,1355.623,19,
01/May/1998:12:00:01,894016801,217.73,23,
01/May/1998:12:00:02,894016802,80.863,23,
01/May/1998:12:00:03,894016803,25.909,19,
01/May/1998:12:00:04,894016804,22.56,7,
01/May/1998:12:00:05,894016805,19.336,9,
01/May/1998:12:00:06,894016806,42.491,13,
01/May/1998:12:00:07,894016807,98.686,13,
01/May/1998:12:00:08,894016808,26.444,21,
01/May/1998:12:00:09,894016809,15.878,19,
01/May/1998:12:00:10,894016810,41.285,21,
01/May/1998:12:00:11,894016811,101.853,21,
01/May/1998:12:00:12,894016812,15.704,12,
01/May/1998:12:00:13,894016813,47.403,11,
01/May/1998:12:00:14,894016814,34.708,8,
01/May/1998:12:00:15,894016815,34.166,17,
01/May/1998:12:00:16,894016816,17.442,13,
01/May/1998:12:00:17,894016817,40.618,16,
01/May/1998:12:00:18,894016818,23.263,15,
01/May/1998:12:00:19,894016819,29.158,10,
01/May/1998:12:00:20,894016820,9.803,13,
01/May/1998:12:00:21,894016821,18.376,11,
01/May/1998:12:00:22,894016822,30.828,11,
01/May/1998:12:00:23,894016823,24.925,6,
01/May/1998:12:00:24,894016824,48.864,24,
01/May/1998:12:00:25,894016825,39.85,15,
01/May/1998:12:00:26,894016826,133.943,18,
01/May/1998:12:00:27,894016827,35.969,8,
01/May/1998:12:00:28,894016828,63.975,17,
01/May/1998:12:00:29,894016829,41.946,24,
01/May/1998:12:00:30,894016830,22.831,23,
01/May/1998:12:00:31,894016831,69.536,27,
01/May/1998:12:00:32,894016832,14.86,17,
01/May/1998:12:00:33,894016833,72.226,30,
01/May/1998:12:00:34,894016834,144.229,24,
01/May/1998:12:00:35,894016835,45.532,15,
01/May/1998:12:00:36,894016836,54.535,16,
01/May/1998:12:00:37,894016837,49.099,10,
01/May/1998:12:00:38,894016838,57.511,14,
01/May/1998:12:00:39,894016839,13.079,11,
01/May/1998:12:00:40,894016840,41.138,18,
01/May/1998:12:00:41,894016841,49.65,12,
01/May/1998:12:00:42,894016842,207.019,19,
01/May/1998:12:00:43,894016843,11.005,10,
01/May/1998:12:00:44,894016844,79.785,14,
01/May/1998:12:00:45,894016845,55.814,13,
01/May/1998:12:00:46,894016846,21.226,20,
01/May/1998:12:00:47,894016847,2.917,7,
01/May/1998:12:00:48,894016848,52.686,14,
01/May/1998:12:00:49,894016849,53.253,15,
01/May/1998:12:00:50,894016850,62.116,17,
01/May/1998:12:00:51,894016851,7.132,9,
01/May/1998:12:00:52,894016852,68.238,25,
01/May/1998:12:00:53,894016853,19.817,22,
01/May/1998:12:00:54,894016854,39.749,20,
01/May/1998:12:00:55,894016855,65.318,30,
01/May/1998:12:00:56,894016856,50.07,18,
01/May/1998:12:00:57,894016857,40.31,20,
01/May/1998:12:00:58,894016858,84.929,31,
01/May/1998:12:00:59,894016859,69.572,27,
01/May/1998:12:01:00,894016860,49.899,18,
01/May/1998:12:01:01,894016861,92.722,19,
01/May/1998:12:01:02,894016862,59.103,15,
01/May/1998:12:01:03,894016863,109.786,25,
01/May/1998:12:01:04,894016864,34.127,23,
01/May/1998:12:01:05,894016865,88.764,13,
01/May/1998:12:01:06,894016866,19.711,10,
01/May/1998:12:01:07,894016867,26.78,14,
01/May/1998:12:01:08,894016868,10.591,10,
01/May/1998:12:01:09,894016869,13.775,12,
01/May/1998:12:01:10,894016870,11.851,9,
01/May/1998:12:01:11,894016871,6.188,8,
01/May/1998:12:01:12,894016872,50.107,8,
01/May/1998:12:01:13,894016873,38.53,11,
01/May/1998:12:01:14,894016874,2.52,16,
01/May/1998:12:01:15,894016875,86.913,10,
01/May/1998:12:01:16,894016876,101.704,8,
01/May/1998:12:01:17,894016877,65.897,16,
01/May/1998:12:01:18,894016878,29.021,16,
01/May/1998:12:01:19,894016879,49.785,25,
01/May/1998:12:01:20,894016880,103.639,19,
01/May/1998:12:01:21,894016881,51.078,20,
01/May/1998:12:01:22,894016882,51.342,22,
01/May/1998:12:01:23,894016883,42.819,20,
01/May/1998:12:01:24,894016884,45.55,22,
01/May/1998:12:01:25,894016885,79.05,23,
01/May/1998:12:01:26,894016886,86.938,27,
01/May/1998:12:01:27,894016887,17.356,21,
01/May/1998:12:01:28,894016888,58.05,26,
01/May/1998:12:01:29,894016889,65.132,25,
01/May/1998:12:01:30,894016890,28.392,14,
01/May/1998:12:01:31,894016891,58.781,20,
01/May/1998:12:01:32,894016892,27.351,21,
01/May/1998:12:01:33,894016893,34.279,18,
01/May/1998:12:01:34,894016894,105.897,19,
01/May/1998:12:01:35,894016895,13.78,14,
01/May/1998:12:01:36,894016896,0.949,3,
01/May/1998:12:01:37,894016897,40.861,18,
01/May/1998:12:01:38,894016898,7.87,15,
01/May/1998:12:01:39,894016899,10.006,12,
01/May/1998:12:01:40,894016900,25.096,10,
01/May/1998:12:01:41,894016901,0.786,9,
01/May/1998:12:01:42,894016902,57.636,10,
01/May/1998:12:01:43,894016903,9.198,12,
01/May/1998:12:01:44,894016904,43.477,14,
01/May/1998:12:01:45,894016905,4.281,11,
01/May/1998:12:01:46,894016906,72.957,10,
01/May/1998:12:01:47,894016907,1722.149,22,
01/May/1998:12:01:48,894016908,52.293,11,
01/May/1998:12:01:49,894016909,147.14,19,
01/May/1998:12:01:50,894016910,4.405,9,
01/May/1998:12:01:51,894016911,43.627,15,
01/May/1998:12:01:52,894016912,69.245,9,
01/May/1998:12:01:53,894016913,46.328,10,
01/May/1998:12:01:54,894016914,11.276,15,
01/May/1998:12:01:55,894016915,30.499,11,
01/May/1998:12:01:56,894016916,12.284,5,
01/May/1998:12:01:57,894016917,33.363,9,
01/May/1998:12:01:58,894016918,14.219,11,
01/May/1998:12:01:59,894016919,84.946,11,
01/May/1998:12:02:00,894016920,75.631,30,
01/May/1998:12:02:01,894016921,53.911,15,
01/May/1998:12:02:02,894016922,1308.995,17,
01/May/1998:12:02:03,894016923,84.342,22,
01/May/1998:12:02:04,894016924,98.669,20,
01/May/1998:12:02:05,894016925,35.665,15,
01/May/1998:12:02:06,894016926,62.991,8,
01/May/1998:12:02:07,894016927,71.16,8,
01/May/1998:12:02:08,894016928,70.623,20,
01/May/1998:12:02:09,894016929,2065.572,16,
01/May/1998:12:02:10,894016930,24.572,16,
01/May/1998:12:02:11,894016931,47.854,19,
01/May/1998:12:02:12,894016932,64.918,14,
01/May/1998:12:02:13,894016933,158.234,16,
01/May/1998:12:02:14,894016934,111.021,21,
01/May/1998:12:02:15,894016935,69.793,24,
01/May/1998:12:02:16,894016936,56.459,28,
01/May/1998:12:02:17,894016937,85.211,32,
01/May/1998:12:02:18,894016938,34.5,20,
01/May/1998:12:02:19,894016939,32.66,20,
01/May/1998:12:02:20,894016940,68.78,19,
01/May/1998:12:02:21,894016941,83.261,16,
01/May/1998:12:02:22,894016942,53.342,9,
01/May/1998:12:02:23,894016943,26.042,4,
01/May/1998:12:02:24,894016944,30.65,15,
01/May/1998:12:02:25,894016945,13.21,24,
01/May/1998:12:02:26,894016946,67.335,10,
01/May/1998:12:02:27,894016947,126.899,25,
01/May/1998:12:02:28,894016948,52.805,17,
01/May/1998:12:02:29,894016949,75.487,21,
01/May/1998:12:02:30,894016950,62.492,16,
01/May/1998:12:02:31,894016951,67.189,20,
01/May/1998:12:02:32,894016952,19.675,11,
01/May/1998:12:02:33,894016953,149.286,22,
01/May/1998:12:02:34,894016954,100.932,15,
01/May/1998:12:02:35,894016955,28.549,9,
01/May/1998:12:02:36,894016956,107.736,11,
01/May/1998:12:02:37,894016957,136.648,24,
01/May/1998:12:02:38,894016958,21.083,11,
01/May/1998:12:02:39,894016959,30.184,12,
01/May/1998:12:02:40,894016960,19.038,12,
01/May/1998:12:02:41,894016961,64.171,8,
01/May/1998:12:02:42,894016962,52.563,11,
01/May/1998:12:02:43,894016963,1275.81,4,
01/May/1998:12:02:44,894016964,0.942,2,
01/May/1998:12:02:45,894016965,7.744,10,
01/May/1998:12:02:46,894016966,101.577,19,
01/May/1998:12:02:47,894016967,23.935,5,
01/May/1998:12:02:48,894016968,33.119,10,
01/May/1998:12:02:49,894016969,59.862,14,
01/May/1998:12:02:50,894016970,160.215,17,
01/May/1998:12:02:51,894016971,48.17,10,
01/May/1998:12:02:52,894016972,50.529,17,
01/May/1998:12:02:53,894016973,72.124,15,
01/May/1998:12:02:54,894016974,84.926,13,
01/May/1998:12:02:55,894016975,83.136,14,
01/May/1998:12:02:56,894016976,163.97,23,
01/May/1998:12:02:57,894016977,98.806,17,
01/May/1998:12:02:58,894016978,30.921,20,
01/May/1998:12:02:59,894016979,161.552,32,
01/May/1998:12:03:00,894016980,61.699,19,
01/May/1998:12:03:01,894016981,29.799,21,
01/May/1998:12:03:02,894016982,37.481,15,
01/May/1998:12:03:03,894016983,26.484,12,
01/May/1998:12:03:04,894016984,120.054,31,
01/May/1998:12:03:05,894016985,56.864,24,
01/May/1998:12:03:06,894016986,98.416,16,
01/May/1998:12:03:07,894016987,149.667,9,
01/May/1998:12:03:08,894016988,36.063,16,
01/May/1998:12:03:09,894016989,30.013,15,
01/May/1998:12:03:10,894016990,75.133,14,
01/May/1998:12:03:11,894016991,77.92,21,
01/May/1998:12:03:12,894016992,37.867,23,
01/May/1998:12:03:13,894016993,7.407,8,
01/May/1998:12:03:14,894016994,27.64,12,
01/May/1998:12:03:15,894016995,71.219,14,
01/May/1998:12:03:16,894016996,16.922,12,
01/May/1998:12:03:17,894016997,12.081,14,
01/May/1998:12:03:18,894016998,57.022,14,
01/May/1998:12:03:19,894016999,6.241,7,
01/May/1998:12:03:20,894017000,65.258,10,
01/May/1998:12:03:21,894017001,19.243,14,
01/May/1998:12:03:22,894017002,45.87,15,
01/May/1998:12:03:23,894017003,74.508,11,
01/May/1998:12:03:24,894017004,12.707,12,
01/May/1998:12:03:25,894017005,11.443,5,
01/May/1998:12:03:26,894017006,76.808,15,
01/May/1998:12:03:27,894017007,28.31,9,
01/May/1998:12:03:28,894017008,0.929,1,
01/May/1998:12:03:29,894017009,27.658,13,
01/May/1998:12:03:30,894017010,3.259,9,
01/May/1998:12:03:31,894017011,72.317,17,
01/May/1998:12:03:32,894017012,35.952,15,
01/May/1998:12:03:33,894017013,30.361,18,
01/May/1998:12:03:34,894017014,47.789,15,
01/May/1998:12:03:35,894017015,63.57,10,
01/May/1998:12:03:36,894017016,167.761,20,
01/May/1998:12:03:37,894017017,69.125,17,
01/May/1998:12:03:38,894017018,45.537,16,
01/May/1998:12:03:39,894017019,43.418,17,
01/May/1998:12:03:40,894017020,64.725,16,
01/May/1998:12:03:41,894017021,37.463,12,
01/May/1998:12:03:42,894017022,90.54,14,
01/May/1998:12:03:43,894017023,92.449,13,
01/May/1998:12:03:44,894017024,85.602,16,
01/May/1998:12:03:45,894017025,18.93,12,
01/May/1998:12:03:46,894017026,46.395,19,
01/May/1998:12:03:47,894017027,30.014,11,
01/May/1998:12:03:48,894017028,30.106,6,
01/May/1998:12:03:49,894017029,1347.088,17,
01/May/1998:12:03:50,894017030,50.698,13,
01/May/1998:12:03:51,894017031,45.604,20,
01/May/1998:12:03:52,894017032,31.619,22,
01/May/1998:12:03:53,894017033,36.686,15,
01/May/1998:12:03:54,894017034,40.906,18,
01/May/1998:12:03:55,894017035,117.202,17,
01/May/1998:12:03:56,894017036,79.602,18,
01/May/1998:12:03:57,894017037,47.268,17,
01/May/1998:12:03:58,894017038,48.361,14,
01/May/1998:12:03:59,894017039,24.347,22,
01/May/1998:12:04:00,894017040,62.909,23,
01/May/1998:12:04:01,894017041,117.246,20,
01/May/1998:12:04:02,894017042,44.724,23,
01/May/1998:12:04:03,894017043,67.122,21,
01/May/1998:12:04:04,894017044,83.277,22,
01/May/1998:12:04:05,894017045,70.262,22,
01/May/1998:12:04:06,894017046,49.822,25,
01/May/1998:12:04:07,894017047,56.187,22,
01/May/1998:12:04:08,894017048,50.036,23,
01/May/1998:12:04:09,894017049,70.194,14,
01/May/1998:12:04:10,894017050,22.801,5,
01/May/1998:12:04:11,894017051,34.497,24,
01/May/1998:12:04:12,894017052,30.224,5,
01/May/1998:12:04:13,894017053,31.852,15,
01/May/1998:12:04:14,894017054,88.691,15,
01/May/1998:12:04:15,894017055,28.5,16,
01/May/1998:12:04:16,894017056,47.97,12,
01/May/1998:12:04:17,894017057,52.475,24,
01/May/1998:12:04:18,894017058,81.555,19,
01/May/1998:12:04:19,894017059,72.29,27,
01/May/1998:12:04:20,894017060,22.737,14,
01/May/1998:12:04:21,894017061,100.444,23,
01/May/1998:12:04:22,894017062,79.416,18,
01/May/1998:12:04:23,894017063,56.349,16,
01/May/1998:12:04:24,894017064,46.505,13,
01/May/1998:12:04:25,894017065,81.057,13,
01/May/1998:12:04:26,894017066,65.248,7,
01/May/1998:12:04:27,894017067,7.111,9,
01/May/1998:12:04:28,894017068,74.125,14,
01/May/1998:12:04:29,894017069,74.674,15,
01/May/1998:12:04:30,894017070,8.556,8,
01/May/1998:12:04:31,894017071,45.437,8,
01/May/1998:12:04:32,894017072,60.072,12,
01/May/1998:12:04:33,894017073,71.642,12,
01/May/1998:12:04:34,894017074,51.503,11,
01/May/1998:12:04:35,894017075,57.844,10,
01/May/1998:12:04:36,894017076,77.27,21,
01/May/1998:12:04:37,894017077,113.931,13,
01/May/1998:12:04:38,894017078,104.144,17,
01/May/1998:12:04:39,894017079,25.095,16,
01/May/1998:12:04:40,894017080,42.98,24,
01/May/1998:12:04:41,894017081,47.721,18,
01/May/1998:12:04:42,894017082,35.78,17,
01/May/1998:12:04:43,894017083,82.827,27,
01/May/1998:12:04:44,894017084,123.559,22,
01/May/1998:12:04:45,894017085,72.29,22,
01/May/1998:12:04:46,894017086,107.949,20,
01/May/1998:12:04:47,894017087,106.671,20,
01/May/1998:12:04:48,894017088,48.638,17,
01/May/1998:12:04:49,894017089,12.158,11,
01/May/1998:12:04:50,894017090,12.941,13,
01/May/1998:12:04:51,894017091,20.538,20,
01/May/1998:12:04:52,894017092,9.869,17,
01/May/1998:12:04:53,894017093,97.918,30,
01/May/1998:12:04:54,894017094,73.997,19,
01/May/1998:12:04:55,894017095,40.196,14,
01/May/1998:12:04:56,894017096,62.837,30,
01/May/1998:12:04:57,894017097,141.757,31,
01/May/1998:12:04:58,894017098,130.155,26,
01/May/1998:12:04:59,894017099,48.793,20,
01/May/1998:12:05:00,894017100,1529.408,21,
01/May/1998:12:05:01,894017101,21.535,15,
01/May/1998:12:05:02,894017102,55.415,18,
01/May/1998:12:05:03,894017103,85.503,12,
01/May/1998:12:05:04,894017104,48.593,17,
01/May/1998:12:05:05,894017105,68.263,16,
01/May/1998:12:05:06,894017106,78.74,25,
01/May/1998:12:05:07,894017107,24.725,12,
01/May/1998:12:05:08,894017108,98.507,20,
01/May/1998:12:05:09,894017109,55.155,25,
01/May/1998:12:05:10,894017110,69.707,23,
01/May/1998:12:05:11,894017111,46.032,25,
01/May/1998:12:05:12,894017112,96.883,16,
01/May/1998:12:05:13,894017113,14.755,12,
01/May/1998:12:05:14,894017114,28.677,21,
01/May/1998:12:05:15,894017115,18.309,9,
01/May/1998:12:05:16,894017116,18.935,8,
01/May/1998:12:05:17,894017117,45.321,10,
01/May/1998:12:05:18,894017118,25.65,5,
01/May/1998:12:05:19,894017119,78.469,17,
01/May/1998:12:05:20,894017120,30.742,11,
01/May/1998:12:05:21,894017121,49.801,10,
01/May/1998:12:05:22,894017122,35.205,20,
01/May/1998:12:05:23,894017123,98.278,26,
01/May/1998:12:05:24,894017124,29.186,18,
01/May/1998:12:05:25,894017125,138.238,23,
01/May/1998:12:05:26,894017126,82.843,20,
01/May/1998:12:05:27,894017127,28.668,20,
01/May/1998:12:05:28,894017128,87.157,16,
01/May/1998:12:05:29,894017129,20.499,17,
01/May/1998:12:05:30,894017130,61.956,19,
01/May/1998:12:05:31,894017131,54.126,9,
01/May/1998:12:05:32,894017132,34.694,20,
01/May/1998:12:05:33,894017133,32.727,22,
01/May/1998:12:05:34,894017134,65.822,24,
01/May/1998:12:05:35,894017135,124.528,25,
01/May/1998:12:05:36,894017136,60.688,23,
01/May/1998:12:05:37,894017137,1327.601,13,
01/May/1998:12:05:38,894017138,47.425,14,
01/May/1998:12:05:39,894017139,48.705,8,
01/May/1998:12:05:40,894017140,78.368,11,
01/May/1998:12:05:41,894017141,13.637,14,
01/May/1998:12:05:42,894017142,6.328,15,
01/May/1998:12:05:43,894017143,35.182,9,
01/May/1998:12:05:44,894017144,42.393,16,
01/May/1998:12:05:45,894017145,85.986,18,
01/May/1998:12:05:46,894017146,29.25,11,
01/May/1998:12:05:47,894017147,16.416,17,
01/May/1998:12:05:48,894017148,72.288,18,
01/May/1998:12:05:49,894017149,54.637,13,
01/May/1998:12:05:50,894017150,85.088,16,
01/May/1998:12:05:51,894017151,83.465,24,
01/May/1998:12:05:52,894017152,47.833,28,
01/May/1998:12:05:53,894017153,26.28,19,
01/May/1998:12:05:54,894017154,92.964,25,
01/May/1998:12:05:55,894017155,140.84,34,
01/May/1998:12:05:56,894017156,92.13,27,
01/May/1998:12:05:57,894017157,136.035,21,
01/May/1998:12:05:58,894017158,163.871,30,
01/May/1998:12:05:59,894017159,59.328,23,
01/May/1998:12:06:00,894017160,52.402,21,
01/May/1998:12:06:01,894017161,1305.17,21,
01/May/1998:12:06:02,894017162,38.607,19,
01/May/1998:12:06:03,894017163,119.066,22,
01/May/1998:12:06:04,894017164,140.523,34,
01/May/1998:12:06:05,894017165,51.928,17,
01/May/1998:12:06:06,894017166,82.431,20,
01/May/1998:12:06:07,894017167,75.204,20,
01/May/1998:12:06:08,894017168,29.969,12,
01/May/1998:12:06:09,894017169,16.635,8,
01/May/1998:12:06:10,894017170,18.674,7,
01/May/1998:12:06:11,894017171,18.35,10,
01/May/1998:12:06:12,894017172,59.823,13,
01/May/1998:12:06:13,894017173,36.412,10,
01/May/1998:12:06:14,894017174,1439.259,12,
01/May/1998:12:06:15,894017175,5.535,9,
01/May/1998:12:06:16,894017176,43.136,10,
01/May/1998:12:06:17,894017177,33.123,18,
01/May/1998:12:06:18,894017178,31.728,21,
01/May/1998:12:06:19,894017179,3.536,8,
01/May/1998:12:06:20,894017180,68.432,18,
01/May/1998:12:06:21,894017181,29.913,16,
01/May/1998:12:06:22,894017182,105.313,18,
01/May/1998:12:06:23,894017183,94.743,19,
01/May/1998:12:06:24,894017184,77.939,21,
01/May/1998:12:06:25,894017185,42.852,30,
01/May/1998:12:06:26,894017186,30.195,22,
01/May/1998:12:06:27,894017187,150.907,25,
01/May/1998:12:06:28,894017188,67.19,11,
01/May/1998:12:06:29,894017189,20.79,17,
01/May/1998:12:06:30,894017190,43.09,27,
01/May/1998:12:06:31,894017191,180.527,27,
01/May/1998:12:06:32,894017192,47.359,33,
01/May/1998:12:06:33,894017193,42.744,20,
01/May/1998:12:06:34,894017194,42.913,21,
01/May/1998:12:06:35,894017195,48.637,26,
01/May/1998:12:06:36,894017196,49.244,23,
01/May/1998:12:06:37,894017197,15.263,15,
01/May/1998:12:06:38,894017198,35.942,16,
01/May/1998:12:06:39,894017199,52.469,23,
01/May/1998:12:06:40,894017200,34.138,20,
01/May/1998:12:06:41,894017201,63.49,23,
01/May/1998:12:06:42,894017202,43.926,14,
01/May/1998:12:06:43,894017203,66.012,22,
01/May/1998:12:06:44,894017204,18.029,19,
01/May/1998:12:06:45,894017205,208.487,17,
01/May/1998:12:06:46,894017206,66.996,15,
01/May/1998:12:06:47,894017207,54.661,23,
01/May/1998:12:06:48,894017208,25.786,7,
01/May/1998:12:06:49,894017209,46.255,21,
01/May/1998:12:06:50,894017210,111.339,22,
01/May/1998:12:06:51,894017211,24.751,16,
01/May/1998:12:06:52,894017212,29.635,21,
01/May/1998:12:06:53,894017213,97.96,13,
01/May/1998:12:06:54,894017214,72.623,28,
01/May/1998:12:06:55,894017215,33.844,13,
01/May/1998:12:06:56,894017216,92.754,20,
01/May/1998:12:06:57,894017217,75.692,18,
01/May/1998:12:06:58,894017218,59.784,19,
01/May/1998:12:06:59,894017219,120.847,21,
01/May/1998:12:07:00,894017220,80.635,15,
01/May/1998:12:07:01,894017221,64.998,19,
01/May/1998:12:07:02,894017222,1281.522,10,
01/May/1998:12:07:03,894017223,74.03,15,
01/May/1998:12:07:04,894017224,41.934,12,
