time,epochTime,throughput(kbyts/sec),numofrequests(hits/sec),peaks
01/May/1998:05:56:36,893994996,25.594,6,
01/May/1998:05:56:37,893994997,34.489,5,
01/May/1998:05:56:38,893994998,37.593,4,
01/May/1998:05:56:39,893994999,10.801,6,
01/May/1998:05:56:40,893995000,1552.285,11,
01/May/1998:05:56:41,893995001,46.602,6,
01/May/1998:05:56:42,893995002,2.033,1,
01/May/1998:05:56:43,893995003,2.476,1,
01/May/1998:05:56:44,893995004,26.123,6,
01/May/1998:05:56:45,893995005,0.0,2,
01/May/1998:05:56:46,893995006,23.792,8,
01/May/1998:05:56:47,893995007,23.436,9,
01/May/1998:05:56:48,893995008,26.965,9,
01/May/1998:05:56:49,893995009,52.993,13,
01/May/1998:05:56:50,893995010,28.751,11,
01/May/1998:05:56:51,893995011,3.96,5,
01/May/1998:05:56:52,893995012,9.412,3,
01/May/1998:05:56:53,893995013,26.831,6,
01/May/1998:05:56:54,893995014,32.954,10,
01/May/1998:05:56:55,893995015,25.748,5,
01/May/1998:05:56:56,893995016,17.43,7,
01/May/1998:05:56:57,893995017,2.592,3,
01/May/1998:05:56:58,893995018,45.362,8,
01/May/1998:05:56:59,893995019,25.633,10,
01/May/1998:05:57:00,893995020,19.253,6,
01/May/1998:05:57:01,893995021,22.213,6,
01/May/1998:05:57:02,893995022,5.314,6,
01/May/1998:05:57:03,893995023,6.549,3,
01/May/1998:05:57:04,893995024,3.166,4,
01/May/1998:05:57:05,893995025,0.933,3,
01/May/1998:05:57:06,893995026,34.675,9,
01/May/1998:05:57:07,893995027,21.681,3,
01/May/1998:05:57:08,893995028,50.904,10,
01/May/1998:05:57:09,893995029,26.894,11,
01/May/1998:05:57:10,893995030,52.217,4,
01/May/1998:05:57:11,893995031,37.871,14,
01/May/1998:05:57:12,893995032,26.436,11,
01/May/1998:05:57:13,893995033,44.257,11,
01/May/1998:05:57:14,893995034,11.268,10,
01/May/1998:05:57:15,893995035,5.749,10,
01/May/1998:05:57:16,893995036,0.269,2,
01/May/1998:05:57:17,893995037,11.252,12,
01/May/1998:05:57:18,893995038,3.276,8,
01/May/1998:05:57:19,893995039,6.321,7,
01/May/1998:05:57:20,893995040,42.156,7,
01/May/1998:05:57:21,893995041,14.307,9,
01/May/1998:05:57:22,893995042,14.976,7,
01/May/1998:05:57:23,893995043,29.904,8,
01/May/1998:05:57:24,893995044,28.529,3,
01/May/1998:05:57:25,893995045,15.383,5,
01/May/1998:05:57:26,893995046,25.773,6,
01/May/1998:05:57:27,893995047,25.854,5,
01/May/1998:05:57:28,893995048,5.456,4,
01/May/1998:05:57:29,893995049,27.43,8,
01/May/1998:05:57:30,893995050,28.055,8,
01/May/1998:05:57:31,893995051,26.218,9,
01/May/1998:05:57:32,893995052,21.351,2,
01/May/1998:05:57:33,893995053,69.972,5,
01/May/1998:05:57:34,893995054,64.821,9,
01/May/1998:05:57:35,893995055,69.277,9,
01/May/1998:05:57:36,893995056,15.874,4,
01/May/1998:05:57:37,893995057,8.987,4,
01/May/1998:05:57:38,893995058,22.271,6,
01/May/1998:05:57:39,893995059,77.428,14,
01/May/1998:05:57:40,893995060,37.21,12,
01/May/1998:05:57:41,893995061,93.277,7,
01/May/1998:05:57:42,893995062,1.933,2,
01/May/1998:05:57:43,893995063,15.12,4,
01/May/1998:05:57:44,893995064,10.763,6,
01/May/1998:05:57:45,893995065,31.035,6,
01/May/1998:05:57:46,893995066,1.056,1,
01/May/1998:05:57:47,893995067,5.565,5,
01/May/1998:05:57:48,893995068,1.51,5,
01/May/1998:05:57:49,893995069,8.173,7,
01/May/1998:05:57:50,893995070,17.433,8,
01/May/1998:05:57:51,893995071,2.061,6,
01/May/1998:05:57:52,893995072,1311.946,20,
01/May/1998:05:57:53,893995073,2.877,5,
01/May/1998:05:57:54,893995074,8.454,5,
01/May/1998:05:57:55,893995075,1310.254,13,
01/May/1998:05:57:56,893995076,46.462,12,
01/May/1998:05:57:57,893995077,36.935,8,
01/May/1998:05:57:58,893995078,3.893,6,
01/May/1998:05:57:59,893995079,9.188,6,
01/May/1998:05:58:00,893995080,7.452,3,
01/May/1998:05:58:01,893995081,14.366,6,
01/May/1998:05:58:02,893995082,7.801,3,
01/May/1998:05:58:03,893995083,23.662,8,
01/May/1998:05:58:04,893995084,59.687,10,
01/May/1998:05:58:05,893995085,55.98,6,
01/May/1998:05:58:06,893995086,36.317,5,
01/May/1998:05:58:07,893995087,1.409,3,
01/May/1998:05:58:08,893995088,6.836,3,
01/May/1998:05:58:09,893995089,1276.527,8,
01/May/1998:05:58:10,893995090,21.127,5,
01/May/1998:05:58:11,893995091,74.062,7,
01/May/1998:05:58:12,893995092,10.088,2,
01/May/1998:05:58:13,893995093,120.957,9,
01/May/1998:05:58:14,893995094,32.952,6,
01/May/1998:05:58:15,893995095,70.606,9,
01/May/1998:05:58:16,893995096,94.037,6,
01/May/1998:05:58:17,893995097,74.389,13,
01/May/1998:05:58:18,893995098,94.142,9,
01/May/1998:05:58:19,893995099,47.62,12,
01/May/1998:05:58:20,893995100,13.11,13,
01/May/1998:05:58:21,893995101,25.645,11,
01/May/1998:05:58:22,893995102,18.61,9,
01/May/1998:05:58:23,893995103,44.223,8,
01/May/1998:05:58:24,893995104,27.762,17,
01/May/1998:05:58:25,893995105,33.021,13,
01/May/1998:05:58:26,893995106,34.669,14,
01/May/1998:05:58:27,893995107,58.003,21,
01/May/1998:05:58:28,893995108,2073.494,8,
01/May/1998:05:58:29,893995109,2043.137,11,
01/May/1998:05:58:30,893995110,55.911,8,
01/May/1998:05:58:31,893995111,20.621,12,
01/May/1998:05:58:32,893995112,74.552,15,
01/May/1998:05:58:33,893995113,47.008,11,
01/May/1998:05:58:34,893995114,12.217,8,
01/May/1998:05:58:35,893995115,24.387,10,
01/May/1998:05:58:36,893995116,70.162,15,
01/May/1998:05:58:37,893995117,19.855,6,
01/May/1998:05:58:38,893995118,20.096,11,
01/May/1998:05:58:39,893995119,30.605,10,
01/May/1998:05:58:40,893995120,88.573,14,
01/May/1998:05:58:41,893995121,28.625,9,
01/May/1998:05:58:42,893995122,6.665,10,
01/May/1998:05:58:43,893995123,37.333,10,
01/May/1998:05:58:44,893995124,2.814,3,
01/May/1998:05:58:45,893995125,18.585,3,
01/May/1998:05:58:46,893995126,48.756,9,
01/May/1998:05:58:47,893995127,19.865,12,
01/May/1998:05:58:48,893995128,27.637,14,
01/May/1998:05:58:49,893995129,76.902,20,
01/May/1998:05:58:50,893995130,206.266,20,
01/May/1998:05:58:51,893995131,48.591,17,
01/May/1998:05:58:52,893995132,21.586,8,
01/May/1998:05:58:53,893995133,8.416,11,
01/May/1998:05:58:54,893995134,2067.113,13,
01/May/1998:05:58:55,893995135,100.265,26,
01/May/1998:05:58:56,893995136,26.503,10,
01/May/1998:05:58:57,893995137,35.753,8,
01/May/1998:05:58:58,893995138,70.733,7,
01/May/1998:05:58:59,893995139,10.765,11,
01/May/1998:05:59:00,893995140,0.0,6,
01/May/1998:05:59:01,893995141,71.004,9,
01/May/1998:05:59:02,893995142,14.673,5,
01/May/1998:05:59:03,893995143,5.754,11,
01/May/1998:05:59:04,893995144,14.13,16,
01/May/1998:05:59:05,893995145,27.587,6,
01/May/1998:05:59:06,893995146,70.82,11,
01/May/1998:05:59:07,893995147,29.341,14,
01/May/1998:05:59:08,893995148,2.972,5,
01/May/1998:05:59:09,893995149,4.026,5,
01/May/1998:05:59:10,893995150,27.991,13,
01/May/1998:05:59:11,893995151,47.354,10,
01/May/1998:05:59:12,893995152,17.924,8,
01/May/1998:05:59:13,893995153,2.854,4,
01/May/1998:05:59:14,893995154,38.332,7,
01/May/1998:05:59:15,893995155,17.626,6,
01/May/1998:05:59:16,893995156,29.804,8,
01/May/1998:05:59:17,893995157,4.468,5,
01/May/1998:05:59:18,893995158,2.588,4,
01/May/1998:05:59:19,893995159,10.337,7,
01/May/1998:05:59:20,893995160,85.982,12,
01/May/1998:05:59:21,893995161,4.97,7,
01/May/1998:05:59:22,893995162,8.5965,16,
01/May/1998:05:59:24,893995164,3.819,4,
01/May/1998:05:59:25,893995165,36.141,12,
01/May/1998:05:59:26,893995166,9.717,3,
01/May/1998:05:59:27,893995167,3.653,5,
01/May/1998:05:59:28,893995168,12.5,8,
01/May/1998:05:59:29,893995169,50.992,11,
01/May/1998:05:59:30,893995170,80.107,18,
01/May/1998:05:59:31,893995171,15.31,13,
01/May/1998:05:59:32,893995172,35.955,20,
01/May/1998:05:59:33,893995173,51.432,28,
01/May/1998:05:59:34,893995174,133.374,22,
01/May/1998:05:59:35,893995175,21.961,21,
01/May/1998:05:59:36,893995176,23.28,18,
01/May/1998:05:59:37,893995177,33.702,11,
01/May/1998:05:59:38,893995178,34.764,13,
01/May/1998:05:59:39,893995179,1.664,4,
01/May/1998:05:59:40,893995180,50.121,19,
01/May/1998:05:59:41,893995181,40.017,9,
01/May/1998:05:59:42,893995182,84.816,13,
01/May/1998:05:59:43,893995183,60.44,19,
01/May/1998:05:59:44,893995184,5.365,5,
01/May/1998:05:59:45,893995185,61.497,17,
01/May/1998:05:59:46,893995186,82.175,13,
01/May/1998:05:59:47,893995187,1330.299,11,
01/May/1998:05:59:48,893995188,1435.192,6,
01/May/1998:05:59:49,893995189,59.876,15,
01/May/1998:05:59:50,893995190,31.498,7,
01/May/1998:05:59:51,893995191,33.986,10,
01/May/1998:05:59:52,893995192,11.948,8,
01/May/1998:05:59:53,893995193,15.669,5,
01/May/1998:05:59:54,893995194,51.383,11,
01/May/1998:05:59:55,893995195,32.354,7,
01/May/1998:05:59:56,893995196,1314.109,14,
01/May/1998:05:59:57,893995197,2098.704,23,
01/May/1998:05:59:58,893995198,55.935,11,
01/May/1998:05:59:59,893995199,36.894,10,
01/May/1998:06:00:00,893995200,33.447,8,
01/May/1998:06:00:01,893995201,13.401,8,
01/May/1998:06:00:02,893995202,41.685,8,
01/May/1998:06:00:03,893995203,31.707,10,
01/May/1998:06:00:04,893995204,36.305,8,
01/May/1998:06:00:05,893995205,10.434,6,
01/May/1998:06:00:06,893995206,3.325,6,
01/May/1998:06:00:07,893995207,8.856,4,
01/May/1998:06:00:08,893995208,35.31,7,
01/May/1998:06:00:09,893995209,0.867,1,
01/May/1998:06:00:10,893995210,7.207,6,
01/May/1998:06:00:11,893995211,23.405,9,
01/May/1998:06:00:12,893995212,17.775,7,
01/May/1998:06:00:13,893995213,2.04,4,
01/May/1998:06:00:14,893995214,70.918,11,
01/May/1998:06:00:15,893995215,26.041,15,
01/May/1998:06:00:16,893995216,123.977,8,
01/May/1998:06:00:17,893995217,13.81,11,
01/May/1998:06:00:18,893995218,33.874,18,
01/May/1998:06:00:19,893995219,2125.582,17,
01/May/1998:06:00:20,893995220,1434.725,13,
01/May/1998:06:00:21,893995221,52.135,14,
01/May/1998:06:00:22,893995222,29.702,11,
01/May/1998:06:00:23,893995223,29.771,16,
01/May/1998:06:00:24,893995224,121.244,14,
01/May/1998:06:00:25,893995225,16.854,9,
01/May/1998:06:00:26,893995226,7.136,12,
01/May/1998:06:00:27,893995227,115.595,14,
01/May/1998:06:00:28,893995228,102.314,18,
01/May/1998:06:00:29,893995229,84.187,7,
01/May/1998:06:00:30,893995230,16.766,12,
01/May/1998:06:00:31,893995231,54.581,16,
01/May/1998:06:00:32,893995232,34.42,16,
01/May/1998:06:00:33,893995233,59.724,12,
01/May/1998:06:00:34,893995234,6.059,6,
01/May/1998:06:00:35,893995235,47.081,13,
01/May/1998:06:00:36,893995236,7.128,8,
01/May/1998:06:00:37,893995237,17.782,7,
01/May/1998:06:00:38,893995238,2.805,6,
01/May/1998:06:00:39,893995239,6.645,6,
01/May/1998:06:00:40,893995240,22.315,4,
01/May/1998:06:00:41,893995241,1.0965,3,
01/May/1998:06:00:43,893995243,8.5385,5,
01/May/1998:06:00:45,893995245,25.715,7,
01/May/1998:06:00:46,893995246,16.787,8,
01/May/1998:06:00:47,893995247,14.374,3,
01/May/1998:06:00:48,893995248,36.092,10,
01/May/1998:06:00:49,893995249,21.992,4,
01/May/1998:06:00:50,893995250,26.603,8,
01/May/1998:06:00:51,893995251,10.066,3,
01/May/1998:06:00:52,893995252,27.552,7,
01/May/1998:06:00:53,893995253,6.989,6,
01/May/1998:06:00:54,893995254,36.63,12,
01/May/1998:06:00:55,893995255,109.847,5,
01/May/1998:06:00:56,893995256,6.018,5,
01/May/1998:06:00:57,893995257,13.255,4,
01/May/1998:06:00:58,893995258,43.179,12,
01/May/1998:06:00:59,893995259,11.957,8,
01/May/1998:06:01:00,893995260,49.738,6,
01/May/1998:06:01:01,893995261,96.018,6,
01/May/1998:06:01:02,893995262,30.891,7,
01/May/1998:06:01:03,893995263,1.279,5,
01/May/1998:06:01:04,893995264,31.429,7,
01/May/1998:06:01:05,893995265,8.177,7,
01/May/1998:06:01:06,893995266,68.228,13,
01/May/1998:06:01:07,893995267,44.726,12,
01/May/1998:06:01:08,893995268,21.621,9,
01/May/1998:06:01:09,893995269,70.208,16,
01/May/1998:06:01:10,893995270,39.146,12,
01/May/1998:06:01:11,893995271,124.316,9,
01/May/1998:06:01:12,893995272,7.857,4,
01/May/1998:06:01:13,893995273,37.369,5,
01/May/1998:06:01:14,893995274,15.768,3,
01/May/1998:06:01:15,893995275,9.233,10,
01/May/1998:06:01:16,893995276,9.837,7,
01/May/1998:06:01:17,893995277,18.263,7,
01/May/1998:06:01:18,893995278,26.381,10,
01/May/1998:06:01:19,893995279,41.831,6,
01/May/1998:06:01:20,893995280,39.616,6,
01/May/1998:06:01:21,893995281,32.14,5,
01/May/1998:06:01:22,893995282,29.194,14,
01/May/1998:06:01:23,893995283,28.886,13,
01/May/1998:06:01:24,893995284,16.818,5,
01/May/1998:06:01:25,893995285,24.678,10,
01/May/1998:06:01:26,893995286,19.659,7,
01/May/1998:06:01:27,893995287,10.764,3,
01/May/1998:06:01:28,893995288,19.73,10,
01/May/1998:06:01:29,893995289,48.63,15,
01/May/1998:06:01:30,893995290,29.596,9,
01/May/1998:06:01:31,893995291,56.203,11,
01/May/1998:06:01:32,893995292,40.806,12,
01/May/1998:06:01:33,893995293,1.649,3,
01/May/1998:06:01:34,893995294,58.479,11,
01/May/1998:06:01:35,893995295,5.661,6,
01/May/1998:06:01:36,893995296,86.089,7,
01/May/1998:06:01:37,893995297,55.198,17,
01/May/1998:06:01:38,893995298,17.946,13,
01/May/1998:06:01:39,893995299,9.751,9,
01/May/1998:06:01:40,893995300,4.44,6,
01/May/1998:06:01:41,893995301,25.405,6,
01/May/1998:06:01:42,893995302,8.425,8,
01/May/1998:06:01:43,893995303,0.67,1,
01/May/1998:06:01:44,893995304,4.473,5,
01/May/1998:06:01:45,893995305,18.926,5,
01/May/1998:06:01:46,893995306,21.936,6,
01/May/1998:06:01:47,893995307,8.522,6,
01/May/1998:06:01:48,893995308,18.716,5,
01/May/1998:06:01:49,893995309,4.936,6,
01/May/1998:06:01:50,893995310,4.016,7,
01/May/1998:06:01:51,893995311,13.398,6,
01/May/1998:06:01:52,893995312,49.205,8,
01/May/1998:06:01:53,893995313,7.347,10,
01/May/1998:06:01:54,893995314,101.348,11,
01/May/1998:06:01:55,893995315,8.452,8,
01/May/1998:06:01:56,893995316,1505.527,9,
01/May/1998:06:01:57,893995317,13.388,6,
01/May/1998:06:01:58,893995318,100.015,9,
01/May/1998:06:01:59,893995319,6.462,9,
01/May/1998:06:02:00,893995320,3.836,8,
01/May/1998:06:02:01,893995321,39.189,12,
01/May/1998:06:02:02,893995322,65.296,12,
01/May/1998:06:02:03,893995323,20.007,10,
01/May/1998:06:02:04,893995324,7.48,15,
01/May/1998:06:02:05,893995325,18.758,8,
01/May/1998:06:02:06,893995326,47.788,8,
01/May/1998:06:02:07,893995327,4.081,10,
01/May/1998:06:02:08,893995328,21.11,6,
01/May/1998:06:02:09,893995329,4.084,6,
01/May/1998:06:02:10,893995330,65.803,7,
01/May/1998:06:02:11,893995331,2.491,1,
01/May/1998:06:02:12,893995332,37.376,7,
01/May/1998:06:02:13,893995333,2.788,3,
01/May/1998:06:02:14,893995334,25.672,6,
01/May/1998:06:02:15,893995335,4.932,5,
01/May/1998:06:02:16,893995336,27.798,8,
01/May/1998:06:02:17,893995337,32.272,9,
01/May/1998:06:02:18,893995338,61.121,13,
01/May/1998:06:02:19,893995339,0.914,1,
01/May/1998:06:02:20,893995340,2.143,2,
01/May/1998:06:02:21,893995341,21.029,9,
01/May/1998:06:02:22,893995342,2.261,2,
01/May/1998:06:02:23,893995343,17.895,7,
01/May/1998:06:02:24,893995344,48.748,6,
01/May/1998:06:02:25,893995345,80.923,13,
01/May/1998:06:02:26,893995346,54.574,12,
01/May/1998:06:02:27,893995347,8.679,8,
01/May/1998:06:02:28,893995348,13.953,4,
01/May/1998:06:02:29,893995349,80.003,10,
01/May/1998:06:02:30,893995350,23.942,12,
01/May/1998:06:02:31,893995351,13.45,5,
01/May/1998:06:02:32,893995352,1448.941,10,
01/May/1998:06:02:33,893995353,28.884,11,
01/May/1998:06:02:34,893995354,20.534,9,
01/May/1998:06:02:35,893995355,41.001,12,
01/May/1998:06:02:36,893995356,27.689,6,
01/May/1998:06:02:37,893995357,7.964,11,
01/May/1998:06:02:38,893995358,23.753,11,
01/May/1998:06:02:39,893995359,7.794,10,
01/May/1998:06:02:40,893995360,34.446,15,
01/May/1998:06:02:41,893995361,2.643,6,
01/May/1998:06:02:42,893995362,16.196,10,
01/May/1998:06:02:43,893995363,8.801,6,
01/May/1998:06:02:44,893995364,6.158,7,
01/May/1998:06:02:45,893995365,11.046,4,
01/May/1998:06:02:46,893995366,29.275,9,
01/May/1998:06:02:47,893995367,94.798,10,
01/May/1998:06:02:48,893995368,5.09,7,
01/May/1998:06:02:49,893995369,75.834,7,
01/May/1998:06:02:50,893995370,65.122,8,
01/May/1998:06:02:51,893995371,11.625,8,
01/May/1998:06:02:52,893995372,31.065,8,
01/May/1998:06:02:53,893995373,31.294,12,
01/May/1998:06:02:54,893995374,79.585,14,
01/May/1998:06:02:55,893995375,23.831,16,
01/May/1998:06:02:56,893995376,104.908,22,
01/May/1998:06:02:57,893995377,37.991,11,
01/May/1998:06:02:58,893995378,56.453,20,
01/May/1998:06:02:59,893995379,35.863,16,
01/May/1998:06:03:00,893995380,10.204,7,
01/May/1998:06:03:01,893995381,19.602,12,
01/May/1998:06:03:02,893995382,29.407,12,
01/May/1998:06:03:03,893995383,12.95,4,
01/May/1998:06:03:04,893995384,11.902,11,
01/May/1998:06:03:05,893995385,5.649,8,
01/May/1998:06:03:06,893995386,12.563,8,
01/May/1998:06:03:07,893995387,32.334,15,
01/May/1998:06:03:08,893995388,59.056,24,
01/May/1998:06:03:09,893995389,76.249,13,
01/May/1998:06:03:10,893995390,61.731,5,
01/May/1998:06:03:11,893995391,81.691,10,
01/May/1998:06:03:12,893995392,72.116,14,
01/May/1998:06:03:13,893995393,7.024,2,
01/May/1998:06:03:14,893995394,59.116,9,
01/May/1998:06:03:15,893995395,7.954,7,
01/May/1998:06:03:16,893995396,1.807,3,
01/May/1998:06:03:17,893995397,21.553,10,
01/May/1998:06:03:18,893995398,1.005,5,
01/May/1998:06:03:19,893995399,9.946,12,
01/May/1998:06:03:20,893995400,55.607,13,
01/May/1998:06:03:21,893995401,46.519,15,
01/May/1998:06:03:22,893995402,55.849,9,
01/May/1998:06:03:23,893995403,18.755,9,
01/May/1998:06:03:24,893995404,26.565,12,
01/May/1998:06:03:25,893995405,2034.096,16,
01/May/1998:06:03:26,893995406,86.548,10,
01/May/1998:06:03:27,893995407,46.662,10,
01/May/1998:06:03:28,893995408,12.981,12,
01/May/1998:06:03:29,893995409,64.003,6,
01/May/1998:06:03:30,893995410,17.669,10,
01/May/1998:06:03:31,893995411,17.458,9,
01/May/1998:06:03:32,893995412,16.882,9,
01/May/1998:06:03:33,893995413,11.776,12,
01/May/1998:06:03:34,893995414,55.941,12,
01/May/1998:06:03:35,893995415,50.082,9,
01/May/1998:06:03:36,893995416,52.261,15,
01/May/1998:06:03:37,893995417,16.035,2,
01/May/1998:06:03:38,893995418,38.151,8,
01/May/1998:06:03:39,893995419,44.905,13,
01/May/1998:06:03:40,893995420,26.2,8,
01/May/1998:06:03:41,893995421,4.548,8,
01/May/1998:06:03:42,893995422,36.959,15,
01/May/1998:06:03:43,893995423,17.897,7,
01/May/1998:06:03:44,893995424,7.27,4,
01/May/1998:06:03:45,893995425,9.307,8,
01/May/1998:06:03:46,893995426,10.046,6,
01/May/1998:06:03:47,893995427,50.956,8,
01/May/1998:06:03:48,893995428,2.723,10,
01/May/1998:06:03:49,893995429,42.665,12,
01/May/1998:06:03:50,893995430,46.089,8,
01/May/1998:06:03:51,893995431,2.381,7,
01/May/1998:06:03:52,893995432,0.0,2,
01/May/1998:06:03:53,893995433,16.914,9,
01/May/1998:06:03:54,893995434,86.93,16,
01/May/1998:06:03:55,893995435,181.994,22,
01/May/1998:06:03:56,893995436,13.648,13,
01/May/1998:06:03:57,893995437,74.267,17,
01/May/1998:06:03:58,893995438,88.404,15,
01/May/1998:06:03:59,893995439,8.918,10,
01/May/1998:06:04:00,893995440,11.749,13,
01/May/1998:06:04:01,893995441,1.271,3,
01/May/1998:06:04:02,893995442,4.944,6,
01/May/1998:06:04:03,893995443,10.38,9,
01/May/1998:06:04:04,893995444,4.563,4,
01/May/1998:06:04:05,893995445,19.171,7,
01/May/1998:06:04:06,893995446,3.244,9,
01/May/1998:06:04:07,893995447,5.586,8,
01/May/1998:06:04:08,893995448,20.973,5,
01/May/1998:06:04:09,893995449,4.512,9,
01/May/1998:06:04:10,893995450,11.23,7,
01/May/1998:06:04:11,893995451,6.354,3,
01/May/1998:06:04:12,893995452,54.213,13,
01/May/1998:06:04:13,893995453,75.995,9,
01/May/1998:06:04:14,893995454,10.832,10,
01/May/1998:06:04:15,893995455,16.75,11,
01/May/1998:06:04:16,893995456,39.228,10,
01/May/1998:06:04:17,893995457,41.473,9,
01/May/1998:06:04:18,893995458,8.905,10,
01/May/1998:06:04:19,893995459,83.52,17,
01/May/1998:06:04:20,893995460,14.701,11,
01/May/1998:06:04:21,893995461,14.15,7,
01/May/1998:06:04:22,893995462,18.846,8,
01/May/1998:06:04:23,893995463,58.997,6,
01/May/1998:06:04:24,893995464,13.593,5,
01/May/1998:06:04:25,893995465,42.929,4,
01/May/1998:06:04:26,893995466,50.957,8,
01/May/1998:06:04:27,893995467,24.683,6,
01/May/1998:06:04:28,893995468,2.945,4,
01/May/1998:06:04:29,893995469,6.351,6,
01/May/1998:06:04:30,893995470,10.633,6,
01/May/1998:06:04:31,893995471,40.951,16,
01/May/1998:06:04:32,893995472,11.618,8,
01/May/1998:06:04:33,893995473,31.851,12,
01/May/1998:06:04:34,893995474,70.912,11,
01/May/1998:06:04:35,893995475,12.5,6,
01/May/1998:06:04:36,893995476,20.795,8,
01/May/1998:06:04:37,893995477,104.608,18,
01/May/1998:06:04:38,893995478,43.076,9,
01/May/1998:06:04:39,893995479,4.305,1,
01/May/1998:06:04:40,893995480,18.868,7,
01/May/1998:06:04:41,893995481,84.09,17,
01/May/1998:06:04:42,893995482,47.426,7,
01/May/1998:06:04:43,893995483,31.856,11,
01/May/1998:06:04:44,893995484,27.026,20,
01/May/1998:06:04:45,893995485,44.567,13,
01/May/1998:06:04:46,893995486,36.852,17,
01/May/1998:06:04:47,893995487,8.934,6,
01/May/1998:06:04:48,893995488,102.357,9,
01/May/1998:06:04:49,893995489,24.703,6,
01/May/1998:06:04:50,893995490,30.988,10,
01/May/1998:06:04:51,893995491,46.965,9,
01/May/1998:06:04:52,893995492,19.326,4,
01/May/1998:06:04:53,893995493,56.031,8,
01/May/1998:06:04:54,893995494,35.965,5,
01/May/1998:06:04:55,893995495,16.955,4,
01/May/1998:06:04:56,893995496,1277.196,7,
01/May/1998:06:04:57,893995497,9.033,5,
01/May/1998:06:04:58,893995498,13.274,7,
01/May/1998:06:04:59,893995499,7.003,7,
01/May/1998:06:05:00,893995500,18.448,18,
01/May/1998:06:05:01,893995501,125.578,11,
01/May/1998:06:05:02,893995502,35.019,7,
01/May/1998:06:05:03,893995503,141.172,11,
01/May/1998:06:05:04,893995504,30.537,11,
01/May/1998:06:05:05,893995505,2023.925,7,
01/May/1998:06:05:06,893995506,6.936,13,
01/May/1998:06:05:07,893995507,25.573,9,
01/May/1998:06:05:08,893995508,15.322,7,
01/May/1998:06:05:09,893995509,15.584,11,
01/May/1998:06:05:10,893995510,27.357,13,
01/May/1998:06:05:11,893995511,47.051,4,
01/May/1998:06:05:12,893995512,38.146,7,
01/May/1998:06:05:13,893995513,76.589,5,
01/May/1998:06:05:14,893995514,1234.122,5,
01/May/1998:06:05:15,893995515,2.677,5,
01/May/1998:06:05:16,893995516,16.847,9,
01/May/1998:06:05:17,893995517,3.783,5,
01/May/1998:06:05:18,893995518,39.124,6,
01/May/1998:06:05:19,893995519,12.787,4,
01/May/1998:06:05:20,893995520,16.018,12,
01/May/1998:06:05:21,893995521,26.131,9,
01/May/1998:06:05:22,893995522,38.414,10,
01/May/1998:06:05:23,893995523,18.01,8,
01/May/1998:06:05:24,893995524,25.583,7,
01/May/1998:06:05:25,893995525,38.011,7,
01/May/1998:06:05:26,893995526,36.996,8,
01/May/1998:06:05:27,893995527,8.194,8,
01/May/1998:06:05:28,893995528,52.955,15,
01/May/1998:06:05:29,893995529,7.024,9,
01/May/1998:06:05:30,893995530,10.396,11,
01/May/1998:06:05:31,893995531,9.445,11,
01/May/1998:06:05:32,893995532,22.575,8,
01/May/1998:06:05:33,893995533,29.786,9,
01/May/1998:06:05:34,893995534,3.42,6,
01/May/1998:06:05:35,893995535,13.539,6,
01/May/1998:06:05:36,893995536,83.339,8,
01/May/1998:06:05:37,893995537,11.936,7,
01/May/1998:06:05:38,893995538,5.119,8,
01/May/1998:06:05:39,893995539,10.239,6,
01/May/1998:06:05:40,893995540,30.161,9,
01/May/1998:06:05:41,893995541,29.403,15,
01/May/1998:06:05:42,893995542,12.18,6,
01/May/1998:06:05:43,893995543,129.709,13,
01/May/1998:06:05:44,893995544,30.856,8,
01/May/1998:06:05:45,893995545,30.169,11,
01/May/1998:06:05:46,893995546,36.51,15,
01/May/1998:06:05:47,893995547,56.663,13,
01/May/1998:06:05:48,893995548,68.179,12,
01/May/1998:06:05:49,893995549,24.488,14,
01/May/1998:06:05:50,893995550,71.243,13,
01/May/1998:06:05:51,893995551,13.446,7,
01/May/1998:06:05:52,893995552,6.853,12,
01/May/1998:06:05:53,893995553,50.31,15,
01/May/1998:06:05:54,893995554,32.689,9,
01/May/1998:06:05:55,893995555,37.837,14,
01/May/1998:06:05:56,893995556,59.492,12,
01/May/1998:06:05:57,893995557,101.55,16,
01/May/1998:06:05:58,893995558,5.001,7,
01/May/1998:06:05:59,893995559,1.086,4,
01/May/1998:06:06:00,893995560,36.709,8,
01/May/1998:06:06:01,893995561,18.656,15,
01/May/1998:06:06:02,893995562,47.686,7,
01/May/1998:06:06:03,893995563,0.409,1,
01/May/1998:06:06:04,893995564,20.189,12,
01/May/1998:06:06:05,893995565,52.953,15,
01/May/1998:06:06:06,893995566,108.167,10,
01/May/1998:06:06:07,893995567,1243.392,16,
01/May/1998:06:06:08,893995568,54.715,9,
01/May/1998:06:06:09,893995569,0.855,1,
01/May/1998:06:06:10,893995570,16.449,7,
01/May/1998:06:06:11,893995571,32.938,6,
01/May/1998:06:06:12,893995572,4.732,9,
01/May/1998:06:06:13,893995573,7.268,6,
01/May/1998:06:06:14,893995574,19.654,11,
01/May/1998:06:06:15,893995575,55.929,16,
01/May/1998:06:06:16,893995576,2047.206,5,
01/May/1998:06:06:17,893995577,95.655,23,
01/May/1998:06:06:18,893995578,7.701,11,
